r_No	pu_No	r_Time
1733	2640	2021-09-17 15:18
1734	2665	2021-09-18 09:37
1735	2677	2021-09-18 22:40
1736	2692	2021-09-18 10:51
1737	2696	2021-09-18 02:51
1738	2702	2021-09-18 11:39
1739	2726	2021-09-19 07:06
1740	2734	2021-09-19 08:10
1741	2736	2021-09-19 22:14
1742	2741	2021-09-19 17:22
1743	2745	2021-09-19 18:11
1744	2772	2021-09-19 13:04
1745	2776	2021-09-20 04:03
1746	2777	2021-09-20 01:26
1747	2791	2021-09-20 23:27
1748	2818	2021-09-20 22:01
1749	2828	2021-09-20 11:52
1750	2830	2021-09-20 09:57
1751	2838	2021-09-21 16:59
1752	2839	2021-09-21 18:40
1753	2872	2021-09-21 11:34
1754	2878	2021-09-21 19:45
1755	2883	2021-09-21 09:12
1756	2901	2021-09-22 16:16
1757	2913	2021-09-22 12:53
1758	2919	2021-09-22 06:24
1759	2922	2021-09-22 08:59
1760	2926	2021-09-22 01:40
1761	2935	2021-09-22 17:10
1762	2948	2021-09-23 09:36
1763	2953	2021-09-23 20:50
1764	2973	2021-09-23 12:08
1765	2974	2021-09-23 21:50
1766	2981	2021-09-23 15:09
1767	2984	2021-09-23 08:01
1768	3004	2021-09-24 03:30
1769	3009	2021-09-24 13:05
1770	3012	2021-09-24 10:18
1771	3013	2021-09-24 11:39
1772	3036	2021-09-24 17:57
1773	3038	2021-09-24 00:32
1774	3096	2021-09-25 12:43
1775	3099	2021-09-25 02:14
1776	3100	2021-09-25 00:24
1777	3101	2021-09-25 09:24
1778	3102	2021-09-25 10:15
1779	3113	2021-09-26 21:02
1780	3116	2021-09-26 17:53
1781	3131	2021-09-26 14:48
1782	3133	2021-09-26 15:38
1783	3162	2021-09-26 03:11
1784	3163	2021-09-26 12:21
1785	3174	2021-09-27 11:18
1786	3175	2021-09-27 19:22
1787	3177	2021-09-27 20:14
1788	3184	2021-09-27 17:57
1789	3189	2021-09-27 22:31
1790	3223	2021-09-28 15:08
1791	3237	2021-09-28 02:31
1792	3239	2021-09-28 09:49
1793	3245	2021-09-28 09:21
1794	3274	2021-09-28 06:48
1795	3284	2021-09-29 19:01
1796	3287	2021-09-29 10:31
1797	3290	2021-09-29 03:29
1798	3309	2021-09-29 14:20
1799	3313	2021-09-29 04:36
1800	3315	2021-09-29 18:41
1801	3332	2021-09-29 02:38
1802	3349	2021-09-30 09:43
1803	3358	2021-09-30 18:21
1804	3359	2021-09-30 22:22
1805	3364	2021-09-30 04:51
1806	3367	2021-09-30 07:04
1807	3394	2021-10-01 13:22
1808	3396	2021-10-01 04:36
1809	3401	2021-10-01 04:44
1810	3427	2021-10-01 06:05
1811	3429	2021-10-01 21:33
1812	3442	2021-10-01 12:37
1813	3455	2021-10-02 12:49
1814	3460	2021-10-02 17:58
1815	3467	2021-10-02 11:26
1816	3481	2021-10-02 16:48
1817	3487	2021-10-02 11:05
1818	3513	2021-10-03 20:52
1819	3536	2021-10-03 02:14
1820	3542	2021-10-03 14:40
1821	3543	2021-10-03 04:00
1822	3547	2021-10-03 05:13
1823	3555	2021-10-04 13:22
1824	3565	2021-10-04 22:27
1825	3570	2021-10-04 12:01
1826	3572	2021-10-04 12:14
1827	3593	2021-10-04 14:59
1828	3619	2021-10-05 09:48
1829	3621	2021-10-05 13:19
1830	3622	2021-10-05 06:35
1831	3629	2021-10-05 23:46
1832	3640	2021-10-05 14:28
1833	3641	2021-10-05 20:50
1834	31	2021-08-01 14:27
1835	41	2021-08-01 05:51
1836	49	2021-08-01 03:08
1837	50	2021-08-01 02:02
1838	52	2021-08-01 01:33
1839	53	2021-08-01 09:43
1840	70	2021-08-02 11:16
1841	72	2021-08-02 14:32
1842	78	2021-08-02 07:25
1843	86	2021-08-02 07:54
1844	106	2021-08-02 07:13
1845	115	2021-08-03 06:42
1846	117	2021-08-03 05:06
1847	144	2021-08-03 07:15
1848	145	2021-08-03 14:23
1849	153	2021-08-03 00:41
1850	177	2021-08-04 05:36
1851	182	2021-08-04 15:10
1852	185	2021-08-04 22:24
1853	190	2021-08-04 07:08
1854	194	2021-08-04 09:30
1855	210	2021-08-04 08:32
1856	235	2021-08-05 10:57
1857	250	2021-08-05 14:16
1858	257	2021-08-05 23:51
1859	267	2021-08-05 14:13
1860	273	2021-08-05 03:28
1861	277	2021-08-05 19:04
1862	285	2021-08-06 22:27
1863	311	2021-08-06 02:05
1864	316	2021-08-06 11:10
1865	319	2021-08-06 19:33
1866	323	2021-08-06 08:29
1867	340	2021-08-07 22:31
1868	347	2021-08-07 19:43
1869	348	2021-08-07 00:49
1870	367	2021-08-07 02:13
1871	373	2021-08-07 07:54
1872	400	2021-08-08 20:16
1873	421	2021-08-08 13:24
1874	425	2021-08-08 10:06
1875	428	2021-08-08 05:16
1876	429	2021-08-08 22:25
1877	433	2021-08-08 11:30
1878	439	2021-08-09 06:28
1879	448	2021-08-09 21:42
1880	460	2021-08-09 18:04
1881	486	2021-08-09 06:16
1882	491	2021-08-09 12:21
1883	515	2021-08-10 23:04
1884	518	2021-08-10 20:54
1885	525	2021-08-10 07:02
1886	545	2021-08-10 03:29
1887	550	2021-08-10 12:32
1888	555	2021-08-10 11:47
1889	563	2021-08-11 07:24
1890	566	2021-08-11 03:08
1891	573	2021-08-11 15:35
1892	584	2021-08-11 21:34
1893	587	2021-08-11 14:45
1894	601	2021-08-11 12:47
1895	615	2021-08-12 22:59
1896	621	2021-08-12 02:11
1897	628	2021-08-12 02:24
1898	644	2021-08-12 15:39
1899	647	2021-08-12 18:21
1900	672	2021-08-13 14:50
1901	673	2021-08-13 06:32
1902	696	2021-08-13 11:03
1903	701	2021-08-13 15:14
1904	704	2021-08-13 19:11
1905	718	2021-08-13 09:16
1906	722	2021-08-14 23:11
1907	741	2021-08-14 08:13
1908	742	2021-08-14 00:56
1909	749	2021-08-14 18:36
1910	756	2021-08-14 17:40
1911	774	2021-08-14 03:14
1912	782	2021-08-15 08:33
1913	784	2021-08-15 19:43
1914	787	2021-08-15 03:37
1915	793	2021-08-15 17:16
1916	828	2021-08-15 23:46
1917	851	2021-08-16 21:37
1918	854	2021-08-16 03:43
1919	855	2021-08-16 02:00
1920	868	2021-08-16 04:12
1921	883	2021-08-16 19:55
1922	884	2021-08-17 17:23
1923	896	2021-08-17 11:49
1924	911	2021-08-17 18:00
1925	912	2021-08-17 02:15
1926	927	2021-08-17 11:11
1927	937	2021-08-17 06:47
1928	949	2021-08-18 23:28
1929	964	2021-08-18 01:08
1930	973	2021-08-18 09:07
1931	985	2021-08-18 09:38
1932	991	2021-08-18 02:24
1933	1005	2021-08-19 20:13
1934	1015	2021-08-19 09:37
1935	1018	2021-08-19 14:10
1936	1023	2021-08-19 04:34
1937	1031	2021-08-19 01:34
1938	1044	2021-08-19 03:43
1939	1059	2021-08-20 19:24
1940	1064	2021-08-20 07:57
1941	1082	2021-08-20 14:01
1942	1091	2021-08-20 06:20
1943	1092	2021-08-20 20:07
1944	1111	2021-08-21 00:38
1945	1138	2021-08-21 11:16
1946	1139	2021-08-21 22:55
1947	1145	2021-08-21 00:14
1948	1153	2021-08-21 16:24
1949	1156	2021-08-22 00:00
1950	1160	2021-08-22 05:51
1951	1180	2021-08-22 06:34
1952	1201	2021-08-22 22:28
1953	1210	2021-08-22 00:15
1954	1211	2021-08-22 11:35
1955	1213	2021-08-23 05:07
1956	1221	2021-08-23 00:12
1957	1223	2021-08-23 13:39
1958	1240	2021-08-23 23:15
1959	1252	2021-08-23 11:27
1960	1271	2021-08-24 21:23
1961	1287	2021-08-24 14:36
1962	1289	2021-08-24 16:33
1963	1290	2021-08-24 10:51
1964	1303	2021-08-24 14:39
1965	1325	2021-08-24 20:24
1966	1326	2021-08-24 00:40
1967	1328	2021-08-25 13:55
1968	1331	2021-08-25 18:23
1969	1354	2021-08-25 05:14
1970	1365	2021-08-25 14:54
1971	1367	2021-08-25 04:50
1972	1400	2021-08-26 23:48
1973	1407	2021-08-26 23:59
1974	1409	2021-08-26 19:47
1975	1425	2021-08-26 22:11
1976	1426	2021-08-26 20:44
1977	1437	2021-08-27 21:27
1978	1451	2021-08-27 13:38
1979	1460	2021-08-27 09:45
1980	1473	2021-08-27 11:59
1981	1474	2021-08-27 21:49
1982	1485	2021-08-27 00:55
1983	1489	2021-08-28 04:00
1984	1507	2021-08-28 06:42
1985	1526	2021-08-28 16:59
1986	1532	2021-08-28 04:24
1987	1535	2021-08-28 21:28
1988	1547	2021-08-29 17:33
1989	1559	2021-08-29 10:52
1990	1568	2021-08-29 16:09
1991	1585	2021-08-29 20:19
1992	1586	2021-08-29 22:13
1993	1614	2021-08-30 03:34
1994	1615	2021-08-30 13:35
1995	1629	2021-08-30 17:11
1996	1630	2021-08-30 16:50
1997	1643	2021-08-30 12:06
1998	1649	2021-08-30 02:19
1999	1662	2021-08-31 07:46
2000	1663	2021-08-31 21:10
2001	1669	2021-08-31 02:43
2002	1685	2021-08-31 02:46
2003	1695	2021-08-31 21:57
2004	1719	2021-09-01 00:06
2005	1729	2021-09-01 13:44
2006	1731	2021-09-01 02:27
2007	1738	2021-09-01 07:46
2008	1740	2021-09-01 22:34
2009	1748	2021-09-01 15:55
2010	1783	2021-09-02 09:49
2011	1788	2021-09-02 01:53
2012	1793	2021-09-02 09:05
2013	1796	2021-09-02 05:02
2014	1806	2021-09-02 04:56
2015	1811	2021-09-02 21:34
2016	1833	2021-09-03 06:52
2017	1835	2021-09-03 13:33
2018	1837	2021-09-03 08:38
2019	1852	2021-09-03 21:55
2020	1865	2021-09-03 12:10
2021	1876	2021-09-04 00:39
2022	1887	2021-09-04 19:47
2023	1902	2021-09-04 17:22
2024	1907	2021-09-04 04:33
2025	1919	2021-09-04 04:11
2026	1920	2021-09-04 17:52
2027	1943	2021-09-05 23:53
2028	1946	2021-09-05 10:53
2029	1949	2021-09-05 11:14
2030	1961	2021-09-05 11:10
2031	1967	2021-09-05 08:43
2032	1987	2021-09-06 05:15
2033	1992	2021-09-06 20:29
2034	1993	2021-09-06 21:41
2035	1999	2021-09-06 17:11
2036	2007	2021-09-06 19:20
2037	2038	2021-09-06 19:03
2038	2043	2021-09-07 08:59
2039	2044	2021-09-07 01:06
2040	2052	2021-09-07 09:39
2041	2059	2021-09-07 08:51
2042	2093	2021-09-07 04:21
2043	2103	2021-09-08 10:11
2044	2110	2021-09-08 12:33
2045	2115	2021-09-08 02:00
2046	2134	2021-09-08 06:37
2047	2144	2021-09-08 19:28
2048	2147	2021-09-08 03:22
2049	2172	2021-09-09 18:53
2050	2186	2021-09-09 07:39
2051	2199	2021-09-09 22:22
2052	2202	2021-09-09 03:06
2053	2207	2021-09-09 17:45
2054	2208	2021-09-09 03:59
2055	2215	2021-09-10 05:33
2056	2225	2021-09-10 22:53
2057	2238	2021-09-10 23:46
2058	2245	2021-09-10 17:39
2059	2246	2021-09-10 07:13
2060	2263	2021-09-10 18:42
2061	2287	2021-09-11 16:33
2062	2288	2021-09-11 00:08
2063	2293	2021-09-11 14:47
2064	2303	2021-09-11 04:47
2065	2316	2021-09-11 00:20
2066	2329	2021-09-12 13:07
2067	2347	2021-09-12 12:21
2068	2362	2021-09-12 06:20
2069	2371	2021-09-12 22:37
2070	2372	2021-09-12 02:26
2071	2377	2021-09-12 11:18
2072	2381	2021-09-13 10:39
2073	2388	2021-09-13 11:56
2074	2392	2021-09-13 00:34
2075	2419	2021-09-13 19:30
2076	2424	2021-09-13 16:25
2077	2439	2021-09-14 09:06
2078	2447	2021-09-14 10:54
2079	2455	2021-09-14 13:27
2080	2465	2021-09-14 06:22
2081	2473	2021-09-14 06:21
2082	2476	2021-09-14 08:30
2083	2496	2021-09-15 09:05
2084	2505	2021-09-15 08:57
2085	2514	2021-09-15 18:12
2086	2528	2021-09-15 07:36
2087	2530	2021-09-15 18:09
2088	2549	2021-09-15 08:33
2089	2557	2021-09-16 01:37
2090	2559	2021-09-16 09:55
2091	2560	2021-09-16 21:14
2092	2563	2021-09-16 13:59
2093	2592	2021-09-16 16:16
2094	2608	2021-09-17 16:38
2095	2621	2021-09-17 20:52
2096	2623	2021-09-17 06:39
2097	2633	2021-09-17 05:15
2098	2636	2021-09-17 13:31
2099	2652	2021-09-17 01:53
2100	2672	2021-09-18 19:56
2101	2685	2021-09-18 07:00
2102	2690	2021-09-18 19:24
2103	2701	2021-09-18 23:27
2104	2705	2021-09-18 12:46
2105	2719	2021-09-19 12:56
2106	2725	2021-09-19 04:59
2107	2727	2021-09-19 17:47
2108	2728	2021-09-19 06:32
2109	2730	2021-09-19 16:52
2110	2766	2021-09-19 08:58
2111	2787	2021-09-20 23:07
2112	2795	2021-09-20 09:34
2113	2803	2021-09-20 02:28
2114	2804	2021-09-20 14:30
2115	2807	2021-09-20 00:10
2116	2809	2021-09-20 19:31
2117	2842	2021-09-21 18:26
2118	2844	2021-09-21 04:36
2119	2870	2021-09-21 04:59
2120	2881	2021-09-21 23:10
2121	2882	2021-09-21 11:09
2122	2891	2021-09-22 05:41
2123	2900	2021-09-22 16:03
2124	2904	2021-09-22 17:36
2125	2907	2021-09-22 17:37
2126	2909	2021-09-22 06:51
2127	2924	2021-09-22 03:54
2128	2949	2021-09-23 16:15
2129	2954	2021-09-23 15:01
2130	2956	2021-09-23 00:32
2131	2959	2021-09-23 16:27
2132	2987	2021-09-23 06:04
2133	2999	2021-09-23 13:50
2134	3018	2021-09-24 17:02
2135	3019	2021-09-24 00:31
2136	3029	2021-09-24 05:30
2137	3044	2021-09-24 06:19
2138	3056	2021-09-24 05:55
2139	3060	2021-09-25 12:19
2140	3065	2021-09-25 16:07
2141	3092	2021-09-25 10:44
2142	3097	2021-09-25 06:22
2143	3104	2021-09-25 11:18
2144	3106	2021-09-25 20:23
2145	3127	2021-09-26 14:33
2146	3146	2021-09-26 21:42
2147	3151	2021-09-26 19:35
2148	3157	2021-09-26 07:32
2149	3166	2021-09-26 16:41
2150	3170	2021-09-27 08:15
2151	3180	2021-09-27 17:54
2152	3181	2021-09-27 09:15
2153	3183	2021-09-27 22:11
2154	3186	2021-09-27 00:48
2155	3217	2021-09-27 20:31
2156	3236	2021-09-28 10:23
2157	3240	2021-09-28 19:43
2158	3243	2021-09-28 01:21
2159	3268	2021-09-28 06:13
2160	3273	2021-09-28 10:13
2161	3285	2021-09-29 10:09
2162	3289	2021-09-29 05:29
2163	3291	2021-09-29 21:38
2164	3302	2021-09-29 15:47
2165	3328	2021-09-29 03:08
2166	3333	2021-09-29 10:15
2167	3343	2021-09-30 07:40
2168	3345	2021-09-30 22:44
2169	3346	2021-09-30 11:59
2170	3366	2021-09-30 02:50
2171	3389	2021-09-30 16:13
2172	3393	2021-09-30 08:00
2173	3397	2021-10-01 01:14
2174	3400	2021-10-01 16:28
2175	3419	2021-10-01 00:48
2176	3424	2021-10-01 00:02
2177	3434	2021-10-01 23:25
2178	3443	2021-10-01 00:32
2179	3451	2021-10-02 23:34
2180	3463	2021-10-02 03:49
2181	3466	2021-10-02 01:19
2182	3493	2021-10-02 20:00
2183	3495	2021-10-02 15:30
2184	3507	2021-10-03 17:02
2185	3525	2021-10-03 19:49
2186	3528	2021-10-03 04:47
2187	3534	2021-10-03 09:57
2188	3554	2021-10-03 09:54
2189	3571	2021-10-04 03:17
2190	3575	2021-10-04 11:32
2191	3581	2021-10-04 15:19
2192	3586	2021-10-04 09:16
2193	3597	2021-10-04 09:46
2194	3611	2021-10-05 19:24
2195	3623	2021-10-05 23:10
2196	3625	2021-10-05 19:23
2197	3627	2021-10-05 23:12
2198	3655	2021-10-05 23:46
2199	3658	2021-10-05 06:35
2200	15	2021-08-01 14:09
2201	18	2021-08-01 12:52
2202	38	2021-08-01 11:01
2203	44	2021-08-01 21:54
2204	47	2021-08-01 21:55
2205	58	2021-08-01 04:56
2206	61	2021-08-02 15:57
2207	64	2021-08-02 10:23
2208	94	2021-08-02 19:08
2209	100	2021-08-02 00:32
2210	110	2021-08-02 00:11
2211	149	2021-08-03 15:45
2212	156	2021-08-03 11:58
2213	157	2021-08-03 21:10
2214	158	2021-08-03 10:33
2215	160	2021-08-03 14:35
2216	165	2021-08-04 20:42
2217	170	2021-08-04 18:15
2218	188	2021-08-04 16:23
2219	208	2021-08-04 08:42
2220	213	2021-08-04 05:47
2221	215	2021-08-04 21:38
2222	219	2021-08-05 09:16
2223	221	2021-08-05 09:01
2224	241	2021-08-05 15:47
2225	243	2021-08-05 08:34
2226	248	2021-08-05 15:34
2227	276	2021-08-05 04:32
2228	287	2021-08-06 20:18
2229	296	2021-08-06 03:31
2230	302	2021-08-06 21:36
2231	312	2021-08-06 01:03
2232	325	2021-08-06 04:19
2233	336	2021-08-07 13:20
2234	359	2021-08-07 23:55
2235	361	2021-08-07 09:02
2236	380	2021-08-07 06:34
2237	381	2021-08-07 20:57
2238	382	2021-08-08 15:25
2239	402	2021-08-08 05:43
2240	408	2021-08-08 02:20
2241	413	2021-08-08 22:26
2242	415	2021-08-08 05:31
2243	436	2021-08-08 00:37
2244	461	2021-08-09 08:03
2245	463	2021-08-09 04:09
2246	464	2021-08-09 01:32
2247	474	2021-08-09 02:51
2248	482	2021-08-09 10:48
2249	512	2021-08-10 06:10
2250	517	2021-08-10 10:47
2251	519	2021-08-10 10:07
2252	520	2021-08-10 12:20
2253	528	2021-08-10 18:32
2254	554	2021-08-10 06:56
2255	583	2021-08-11 18:40
2256	585	2021-08-11 08:13
2257	593	2021-08-11 18:04
2258	594	2021-08-11 21:57
2259	598	2021-08-11 23:28
2260	605	2021-08-11 20:42
2261	624	2021-08-12 07:11
2262	634	2021-08-12 09:34
2263	638	2021-08-12 02:11
2264	645	2021-08-12 16:24
2265	657	2021-08-12 07:35
2266	675	2021-08-13 17:34
2267	677	2021-08-13 00:19
2268	684	2021-08-13 14:46
2269	687	2021-08-13 03:31
2270	709	2021-08-13 17:26
2271	716	2021-08-13 07:48
2272	736	2021-08-14 13:43
2273	746	2021-08-14 09:28
2274	755	2021-08-14 12:00
2275	758	2021-08-14 15:21
2276	760	2021-08-14 06:57
2277	761	2021-08-14 19:21
2278	786	2021-08-15 13:58
2279	790	2021-08-15 16:47
2280	809	2021-08-15 13:41
2281	823	2021-08-15 07:53
2282	831	2021-08-15 07:31
2283	837	2021-08-16 06:33
2284	853	2021-08-16 21:12
2285	869	2021-08-16 13:08
2286	871	2021-08-16 13:56
2287	873	2021-08-16 08:02
2288	901	2021-08-17 19:12
2289	906	2021-08-17 17:59
2290	921	2021-08-17 14:28
2291	930	2021-08-17 02:39
2292	934	2021-08-17 01:15
2293	936	2021-08-17 17:02
2294	950	2021-08-18 15:42
2295	966	2021-08-18 19:52
2296	979	2021-08-18 13:29
2297	982	2021-08-18 11:32
2298	984	2021-08-18 14:00
2299	998	2021-08-19 03:19
2300	1002	2021-08-19 21:47
2301	1011	2021-08-19 02:05
2302	1012	2021-08-19 10:37
2303	1016	2021-08-19 00:21
2304	1019	2021-08-19 16:21
2305	1058	2021-08-20 07:34
2306	1075	2021-08-20 21:21
2307	1087	2021-08-20 14:05
2308	1094	2021-08-20 08:12
2309	1100	2021-08-20 08:14
2310	1110	2021-08-21 05:54
2311	1112	2021-08-21 08:51
2312	1123	2021-08-21 11:07
2313	1141	2021-08-21 23:57
2314	1146	2021-08-21 16:22
2315	1154	2021-08-22 18:12
2316	1155	2021-08-22 21:52
2317	1159	2021-08-22 21:33
2318	1162	2021-08-22 16:56
2319	1185	2021-08-22 03:41
2320	1202	2021-08-22 12:58
2321	1225	2021-08-23 21:49
2322	1228	2021-08-23 03:08
2323	1232	2021-08-23 05:13
2324	1256	2021-08-23 03:28
2325	1264	2021-08-23 16:15
2326	1272	2021-08-24 22:08
2327	1281	2021-08-24 15:45
2328	1300	2021-08-24 12:53
2329	1314	2021-08-24 00:24
2330	1316	2021-08-24 06:55
2331	1324	2021-08-24 06:51
2332	1334	2021-08-25 15:06
2333	1352	2021-08-25 08:19
2334	1353	2021-08-25 21:43
2335	1363	2021-08-25 22:09
2336	1378	2021-08-25 07:16
2337	1381	2021-08-25 10:50
2338	1392	2021-08-26 18:29
2339	1399	2021-08-26 02:49
2340	1403	2021-08-26 15:39
2341	1404	2021-08-26 09:47
2342	1428	2021-08-26 07:49
2343	1441	2021-08-27 13:33
2344	1446	2021-08-27 04:05
2345	1457	2021-08-27 12:09
2346	1459	2021-08-27 01:31
2347	1465	2021-08-27 18:19
2348	1491	2021-08-28 05:11
2349	1508	2021-08-28 16:38
2350	1511	2021-08-28 23:19
2351	1521	2021-08-28 08:34
2352	1540	2021-08-28 22:00
2353	1542	2021-08-28 19:31
2354	1544	2021-08-29 16:39
2355	1545	2021-08-29 07:07
2356	1566	2021-08-29 20:08
2357	1580	2021-08-29 01:53
2358	1594	2021-08-29 14:11
2359	1605	2021-08-30 16:19
2360	1612	2021-08-30 01:52
2361	1620	2021-08-30 22:44
2362	1633	2021-08-30 15:38
2363	1638	2021-08-30 21:14
2364	1639	2021-08-30 19:05
2365	1651	2021-08-31 23:01
2366	1652	2021-08-31 14:33
2367	1653	2021-08-31 03:19
2368	1678	2021-08-31 02:28
2369	1692	2021-08-31 04:49
2370	1712	2021-09-01 17:12
2371	1726	2021-09-01 00:14
2372	1733	2021-09-01 10:48
2373	1737	2021-09-01 03:37
2374	1752	2021-09-01 22:29
2375	1753	2021-09-01 01:41
2376	1766	2021-09-02 22:00
2377	1770	2021-09-02 09:02
2378	1781	2021-09-02 11:21
2379	1797	2021-09-02 19:56
2380	1807	2021-09-02 21:14
2381	1813	2021-09-02 03:00
2382	1824	2021-09-03 22:59
2383	1829	2021-09-03 22:32
2384	1845	2021-09-03 18:23
2385	1862	2021-09-03 20:30
2386	1866	2021-09-03 02:06
2387	1872	2021-09-04 08:35
2388	1882	2021-09-04 23:37
2389	1897	2021-09-04 19:24
2390	1924	2021-09-04 08:11
2391	1925	2021-09-04 15:22
2392	1931	2021-09-05 17:22
2393	1937	2021-09-05 02:12
2394	1956	2021-09-05 05:22
2395	1958	2021-09-05 13:34
2396	1966	2021-09-05 21:05
2397	1973	2021-09-05 02:11
2398	2015	2021-09-06 02:51
2399	2016	2021-09-06 18:10
2400	2020	2021-09-06 20:02
2401	2022	2021-09-06 17:47
2402	2026	2021-09-06 13:22
2403	2033	2021-09-06 00:39
2404	2054	2021-09-07 02:47
2405	2069	2021-09-07 23:20
2406	2070	2021-09-07 04:27
2407	2072	2021-09-07 09:12
2408	2090	2021-09-07 12:40
2409	2106	2021-09-08 12:11
2410	2109	2021-09-08 13:20
2411	2124	2021-09-08 07:19
2412	2125	2021-09-08 21:50
2413	2129	2021-09-08 20:24
2414	2141	2021-09-08 14:27
2415	2173	2021-09-09 12:58
2416	2190	2021-09-09 12:10
2417	2193	2021-09-09 08:58
2418	2203	2021-09-09 07:13
2419	2206	2021-09-09 19:26
2420	2210	2021-09-09 19:32
2421	2212	2021-09-10 17:45
2422	2220	2021-09-10 16:16
2423	2258	2021-09-10 18:49
2424	2264	2021-09-10 17:43
2425	2265	2021-09-10 07:56
2426	2266	2021-09-10 04:18
2427	2270	2021-09-11 01:41
2428	2283	2021-09-11 06:56
2429	2285	2021-09-11 02:15
2430	2286	2021-09-11 15:15
2431	2302	2021-09-11 21:46
2432	2334	2021-09-12 21:53
2433	2337	2021-09-12 13:15
2434	2351	2021-09-12 09:27
2435	2363	2021-09-12 11:53
2436	2365	2021-09-12 10:36
2437	2367	2021-09-12 23:33
2438	2385	2021-09-13 21:08
2439	2389	2021-09-13 18:54
2440	2393	2021-09-13 12:51
2441	2404	2021-09-13 06:31
2442	2415	2021-09-13 11:36
2443	2436	2021-09-14 03:47
2444	2454	2021-09-14 09:55
2445	2459	2021-09-14 15:24
2446	2477	2021-09-14 16:54
2447	2486	2021-09-14 09:41
2448	2489	2021-09-14 20:29
2449	2493	2021-09-15 20:31
2450	2502	2021-09-15 04:33
2451	2504	2021-09-15 20:29
2452	2521	2021-09-15 19:10
2453	2529	2021-09-15 08:15
2454	2538	2021-09-15 18:29
2455	2556	2021-09-16 15:16
2456	2573	2021-09-16 09:10
2457	2574	2021-09-16 19:11
2458	2583	2021-09-16 17:18
2459	2601	2021-09-16 16:51
2460	2609	2021-09-17 18:32
2461	2620	2021-09-17 11:24
2462	2628	2021-09-17 22:23
2463	2644	2021-09-17 02:38
2464	2656	2021-09-17 23:02
2465	2661	2021-09-17 14:05
2466	2676	2021-09-18 02:11
2467	2683	2021-09-18 20:56
2468	2687	2021-09-18 21:36
2469	2708	2021-09-18 10:43
2470	2715	2021-09-18 06:51
2471	2731	2021-09-19 19:09
2472	2733	2021-09-19 18:46
2473	2749	2021-09-19 14:18
2474	2752	2021-09-19 12:20
2475	2758	2021-09-19 07:25
2476	2771	2021-09-19 21:31
2477	2781	2021-09-20 18:23
2478	2785	2021-09-20 05:58
2479	2786	2021-09-20 07:13
2480	2808	2021-09-20 01:01
2481	2816	2021-09-20 16:32
2482	2819	2021-09-20 10:32
2483	2835	2021-09-21 22:13
2484	2845	2021-09-21 23:54
2485	2858	2021-09-21 22:43
2486	2873	2021-09-21 02:26
2487	2876	2021-09-21 10:33
2488	2885	2021-09-22 17:57
2489	2887	2021-09-22 05:20
2490	2896	2021-09-22 06:51
2491	2906	2021-09-22 01:01
2492	2911	2021-09-22 23:26
2493	2912	2021-09-22 18:01
2494	2957	2021-09-23 12:51
2495	2961	2021-09-23 18:17
2496	2962	2021-09-23 19:23
2497	2966	2021-09-23 12:04
2498	2969	2021-09-23 10:26
2499	2996	2021-09-23 11:55
2500	3003	2021-09-24 09:33
2501	3016	2021-09-24 11:46
2502	3023	2021-09-24 20:33
2503	3050	2021-09-24 17:10
2504	3053	2021-09-24 05:49
2505	3057	2021-09-25 21:58
2506	3071	2021-09-25 06:48
2507	3073	2021-09-25 13:51
2508	3079	2021-09-25 01:00
2509	3090	2021-09-25 19:59
2510	3091	2021-09-25 06:12
2511	3140	2021-09-26 04:14
2512	3142	2021-09-26 19:13
2513	3153	2021-09-26 14:19
2514	3154	2021-09-26 15:32
2515	3159	2021-09-26 00:10
2516	3167	2021-09-27 19:36
2517	3172	2021-09-27 02:41
2518	3173	2021-09-27 17:23
2519	3201	2021-09-27 06:25
2520	3218	2021-09-27 23:17
2521	3219	2021-09-27 20:40
2522	3220	2021-09-28 20:31
2523	3232	2021-09-28 20:04
2524	3254	2021-09-28 05:41
2525	3262	2021-09-28 01:16
2526	3265	2021-09-28 23:14
2527	3276	2021-09-29 03:24
2528	3283	2021-09-29 15:15
2529	3301	2021-09-29 10:34
2530	3311	2021-09-29 08:04
2531	3316	2021-09-29 18:02
2532	3320	2021-09-29 01:10
2533	3340	2021-09-30 17:07
2534	3351	2021-09-30 05:25
2535	3353	2021-09-30 09:21
2536	3361	2021-09-30 16:28
2537	3378	2021-09-30 02:41
2538	3390	2021-09-30 21:57
2539	3406	2021-10-01 06:39
2540	3417	2021-10-01 20:59
2541	3430	2021-10-01 03:23
2542	3437	2021-10-01 07:44
2543	3440	2021-10-01 14:50
2544	3449	2021-10-02 07:16
2545	3456	2021-10-02 01:44
2546	3462	2021-10-02 07:06
2547	3482	2021-10-02 00:41
2548	3484	2021-10-02 06:01
2549	3489	2021-10-02 11:54
2550	3500	2021-10-03 14:56
2551	3501	2021-10-03 01:39
2552	3519	2021-10-03 15:12
2553	3520	2021-10-03 19:21
2554	3538	2021-10-03 05:23
2555	3579	2021-10-04 01:37
2556	3589	2021-10-04 08:23
2557	3590	2021-10-04 07:26
2558	3596	2021-10-04 16:10
2559	3603	2021-10-04 16:28
2560	3606	2021-10-05 13:10
2561	3612	2021-10-05 05:52
2562	3626	2021-10-05 11:18
2563	3633	2021-10-05 21:26
2564	3656	2021-10-05 22:18
2565	3660	2021-10-05 12:52
2566	2	2021-08-01 21:27
