r_No	pu_No	r_Time
1733	1873	2021-09-04 23:26
1734	1877	2021-09-04 10:05
1735	1921	2021-09-04 0:09
1736	1944	2021-09-05 22:47
1737	1962	2021-09-05 6:03
1738	1978	2021-09-05 3:51
1739	1983	2021-09-06 22:37
1740	2000	2021-09-06 9:06
1741	2032	2021-09-06 19:44
1742	2049	2021-09-07 2:14
1743	2078	2021-09-07 6:39
1744	2080	2021-09-07 12:13
1745	2096	2021-09-08 12:48
1746	2117	2021-09-08 23:29
1747	2138	2021-09-08 21:41
1748	2155	2021-09-09 21:47
1749	2170	2021-09-09 19:56
1750	2189	2021-09-09 13:10
1751	2197	2021-09-09 23:20
1752	2223	2021-09-10 22:09
1753	2253	2021-09-10 0:24
1754	2259	2021-09-10 14:39
1755	2282	2021-09-11 21:23
1756	2298	2021-09-11 12:40
1757	2323	2021-09-11 21:01
1758	2339	2021-09-12 19:10
1759	2340	2021-09-12 16:27
1760	2350	2021-09-12 18:08
1761	2384	2021-09-13 19:52
1762	2400	2021-09-13 8:29
1763	2429	2021-09-13 6:43
1764	2445	2021-09-14 20:55
1765	2464	2021-09-14 22:01
1766	2475	2021-09-14 5:46
1767	2503	2021-09-15 13:39
1768	2526	2021-09-15 23:37
1769	2531	2021-09-15 17:39
1770	2543	2021-09-15 1:53
1771	2555	2021-09-16 18:32
1772	2571	2021-09-16 17:25
1773	2610	2021-09-17 10:51
1774	2631	2021-09-17 5:40
1775	2651	2021-09-17 12:10
1776	2659	2021-09-17 20:36
1777	2679	2021-09-18 16:50
1778	2709	2021-09-18 9:49
1779	2710	2021-09-18 11:58
1780	2722	2021-09-19 6:03
1781	2744	2021-09-19 8:54
1782	2753	2021-09-19 2:15
1783	2780	2021-09-20 5:10
1784	2788	2021-09-20 19:58
1785	2826	2021-09-20 19:15
1786	2831	2021-09-21 19:52
1787	2850	2021-09-21 17:39
1788	2867	2021-09-21 12:44
1789	2886	2021-09-22 14:20
1790	2898	2021-09-22 5:25
1791	2916	2021-09-22 7:00
1792	2947	2021-09-23 12:25
1793	2965	2021-09-23 11:00
1794	2982	2021-09-23 4:32
1795	3001	2021-09-23 4:42
1796	3039	2021-09-24 19:52
1797	3052	2021-09-24 18:12
1798	3061	2021-09-25 0:43
1799	3064	2021-09-25 7:35
1800	3098	2021-09-25 20:03
1801	3107	2021-09-25 23:11
1802	3121	2021-09-26 10:38
1803	3145	2021-09-26 16:56
1804	3150	2021-09-26 16:22
1805	3188	2021-09-27 19:36
1806	3206	2021-09-27 20:29
1807	3221	2021-09-28 22:39
1808	3234	2021-09-28 16:54
1809	3241	2021-09-28 21:05
1810	3260	2021-09-28 7:22
1811	3280	2021-09-29 9:49
1812	3304	2021-09-29 20:15
1813	3334	2021-09-29 20:17
1814	3354	2021-09-30 10:03
1815	3356	2021-09-30 3:13
1816	3371	2021-09-30 7:35
1817	3399	2021-10-01 11:01
1818	3422	2021-10-01 4:58
1819	3431	2021-10-01 14:41
1820	3452	2021-10-02 14:08
1821	3488	2021-10-02 7:37
1822	3492	2021-10-02 6:48
1823	3508	2021-10-03 21:13
1824	3515	2021-10-03 5:33
1825	3522	2021-10-03 20:48
1826	3560	2021-10-04 22:07
1827	3574	2021-10-04 22:17
1828	3602	2021-10-04 11:14
1829	3608	2021-10-05 21:15
1830	3628	2021-10-05 0:46
1831	3635	2021-10-05 2:07
1832	3	2021-08-01 0:51
1833	22	2021-08-01 5:05
1834	27	2021-08-01 17:07
1835	67	2021-08-02 0:21
1836	88	2021-08-02 11:20
1837	98	2021-08-02 9:53
1838	116	2021-08-03 1:02
1839	118	2021-08-03 13:23
1840	146	2021-08-03 23:57
1841	166	2021-08-04 6:33
1842	201	2021-08-04 9:22
1843	205	2021-08-04 4:17
1844	226	2021-08-05 21:45
1845	242	2021-08-05 15:01
1846	262	2021-08-05 1:32
1847	278	2021-08-06 2:04
1848	282	2021-08-06 9:49
1849	288	2021-08-06 17:52
1850	334	2021-08-07 21:36
1851	345	2021-08-07 5:16
1852	357	2021-08-07 21:42
1853	385	2021-08-08 22:53
1854	407	2021-08-08 15:58
1855	419	2021-08-08 4:48
1856	451	2021-08-09 9:24
1857	462	2021-08-09 17:28
1858	479	2021-08-09 14:49
1859	494	2021-08-09 14:23
1860	503	2021-08-10 18:52
1861	532	2021-08-10 17:02
1862	538	2021-08-10 1:31
1863	564	2021-08-11 10:09
1864	569	2021-08-11 15:49
1865	581	2021-08-11 20:50
1866	614	2021-08-12 2:28
1867	641	2021-08-12 13:00
1868	656	2021-08-12 7:15
1869	666	2021-08-13 23:12
1870	688	2021-08-13 9:24
1871	714	2021-08-13 3:41
1872	723	2021-08-14 7:07
1873	745	2021-08-14 23:30
1874	754	2021-08-14 16:11
1875	779	2021-08-14 14:57
1876	789	2021-08-15 17:11
1877	812	2021-08-15 2:04
1878	849	2021-08-16 17:30
1879	858	2021-08-16 9:56
1880	876	2021-08-16 23:56
1881	893	2021-08-17 13:39
1882	917	2021-08-17 19:38
1883	922	2021-08-17 21:45
1884	932	2021-08-17 19:00
1885	960	2021-08-18 0:59
1886	971	2021-08-18 5:12
1887	1009	2021-08-19 16:32
1888	1036	2021-08-19 12:51
1889	1040	2021-08-19 0:27
1890	1046	2021-08-19 12:32
1891	1070	2021-08-20 9:54
1892	1085	2021-08-20 4:16
1893	1104	2021-08-21 2:54
1894	1114	2021-08-21 18:00
1895	1125	2021-08-21 12:03
1896	1161	2021-08-22 22:57
1897	1169	2021-08-22 4:36
1898	1203	2021-08-22 15:22
1899	1212	2021-08-22 9:35
1900	1246	2021-08-23 19:18
1901	1260	2021-08-23 18:46
1902	1268	2021-08-24 12:30
1903	1288	2021-08-24 3:24
1904	1302	2021-08-24 6:30
1905	1315	2021-08-24 1:24
1906	1342	2021-08-25 23:21
1907	1348	2021-08-25 18:40
1908	1372	2021-08-25 5:36
1909	1395	2021-08-26 3:16
1910	1420	2021-08-26 9:26
1911	1435	2021-08-26 6:54
1912	1475	2021-08-27 14:14
1913	1480	2021-08-27 17:26
1914	1486	2021-08-27 6:45
1915	1494	2021-08-28 4:53
1916	1516	2021-08-28 18:14
1917	1538	2021-08-28 22:02
1918	1546	2021-08-29 18:29
1919	1578	2021-08-29 2:39
1920	1583	2021-08-29 17:40
1921	1601	2021-08-30 19:49
1922	1609	2021-08-30 1:20
1923	1654	2021-08-31 19:36
1924	1660	2021-08-31 2:54
1925	1684	2021-08-31 2:36
1926	1702	2021-08-31 8:28
1927	1723	2021-09-01 5:10
1928	1735	2021-09-01 0:27
1929	1758	2021-09-01 10:41
1930	1767	2021-09-02 13:32
1931	1780	2021-09-02 10:17
1932	1818	2021-09-02 19:49
1933	1831	2021-09-03 18:27
1934	1853	2021-09-03 13:21
1935	1864	2021-09-03 8:31
1936	1879	2021-09-04 20:27
1937	1898	2021-09-04 7:46
1938	1918	2021-09-04 19:59
1939	1938	2021-09-05 15:06
1940	1947	2021-09-05 4:47
1941	1980	2021-09-05 23:01
1942	1994	2021-09-06 21:59
1943	2010	2021-09-06 3:43
1944	2017	2021-09-06 7:14
1945	2041	2021-09-06 22:00
1946	2055	2021-09-07 6:07
1947	2071	2021-09-07 2:11
1948	2101	2021-09-08 11:54
1949	2127	2021-09-08 15:22
1950	2143	2021-09-08 19:36
1951	2153	2021-09-09 22:20
1952	2159	2021-09-09 1:25
1953	2177	2021-09-09 21:01
1954	2179	2021-09-09 17:25
1955	2218	2021-09-10 15:49
1956	2227	2021-09-10 13:27
1957	2262	2021-09-10 2:12
1958	2297	2021-09-11 8:53
1959	2300	2021-09-11 6:42
1960	2324	2021-09-11 22:14
1961	2335	2021-09-12 8:51
1962	2345	2021-09-12 0:34
1963	2370	2021-09-12 9:46
1964	2382	2021-09-13 23:18
1965	2406	2021-09-13 15:03
1966	2422	2021-09-13 10:59
1967	2438	2021-09-14 0:06
1968	2453	2021-09-14 13:41
1969	2461	2021-09-14 22:18
1970	2490	2021-09-14 4:16
1971	2532	2021-09-15 15:51
1972	2541	2021-09-15 9:04
1973	2550	2021-09-15 22:24
1974	2575	2021-09-16 0:48
1975	2579	2021-09-16 7:55
1976	2591	2021-09-16 23:48
1977	2634	2021-09-17 10:12
1978	2645	2021-09-17 20:43
1979	2658	2021-09-17 21:56
1980	2682	2021-09-18 8:52
1981	2695	2021-09-18 2:21
1982	2714	2021-09-18 5:34
1983	2737	2021-09-19 17:47
1984	2739	2021-09-19 6:18
1985	2754	2021-09-19 8:38
1986	2793	2021-09-20 5:01
1987	2801	2021-09-20 5:48
1988	2813	2021-09-20 12:26
1989	2832	2021-09-21 11:51
1990	2836	2021-09-21 2:18
1991	2860	2021-09-21 16:13
1992	2899	2021-09-22 23:31
1993	2917	2021-09-22 22:42
1994	2925	2021-09-22 23:47
1995	2942	2021-09-22 6:57
1996	2971	2021-09-23 1:50
1997	2978	2021-09-23 16:44
1998	2980	2021-09-23 5:18
1999	3010	2021-09-24 16:29
2000	3035	2021-09-24 8:47
2001	3051	2021-09-24 0:38
2002	3074	2021-09-25 11:39
2003	3086	2021-09-25 15:06
2004	3093	2021-09-25 21:06
2005	3114	2021-09-26 10:49
2006	3132	2021-09-26 9:45
2007	3152	2021-09-26 5:52
2008	3182	2021-09-27 23:13
2009	3185	2021-09-27 9:31
2010	3208	2021-09-27 5:06
2011	3230	2021-09-28 7:47
2012	3242	2021-09-28 17:19
2013	3255	2021-09-28 13:34
2014	3281	2021-09-29 11:06
2015	3306	2021-09-29 19:56
2016	3335	2021-09-29 13:42
2017	3338	2021-09-30 12:06
2018	3376	2021-09-30 14:12
2019	3383	2021-09-30 23:09
2020	3387	2021-09-30 12:32
2021	3421	2021-10-01 15:32
2022	3435	2021-10-01 23:48
2023	3448	2021-10-02 13:41
2024	3465	2021-10-02 15:04
2025	3490	2021-10-02 3:54
2026	3516	2021-10-03 19:42
2027	3530	2021-10-03 21:28
2028	3541	2021-10-03 16:08
2029	3544	2021-10-03 18:01
2030	3580	2021-10-04 23:37
2031	3592	2021-10-04 18:30
2032	3631	2021-10-05 8:14
2033	3637	2021-10-05 3:13
2034	3638	2021-10-05 8:12
2035	3657	2021-10-05 8:40
