pu_No	s_No	p_No	u_No	pu_Count	pu_Price	pu_Date
2458	4	38	25	7	17500	2021-09-14
2478	4	279	26	14	14000	2021-09-14
2487	4	170	5	5	9000	2021-09-14
2488	4	7	3	4	20000	2021-09-14
2494	4	260	15	13	22100	2021-09-15
2497	4	243	25	2	3600	2021-09-15
2516	4	64	12	12	42000	2021-09-15
2520	4	180	3	3	3600	2021-09-15
2523	4	128	25	15	22500	2021-09-15
2546	4	87	26	4	10000	2021-09-15
2568	4	82	9	2	8200	2021-09-16
2570	4	159	32	28	50400	2021-09-16
2581	4	57	9	25	27500	2021-09-16
2588	4	211	38	18	63000	2021-09-16
2595	4	55	35	17	18700	2021-09-16
2611	4	20	2	26	46800	2021-09-17
2629	4	114	23	6	21000	2021-09-17
2630	4	176	25	11	11000	2021-09-17
2635	4	256	40	22	50600	2021-09-17
2646	4	23	32	19	47500	2021-09-17
2647	4	261	21	25	42500	2021-09-17
2667	4	78	14	12	64800	2021-09-18
2669	4	79	24	21	113400	2021-09-18
2689	4	205	4	4	19200	2021-09-18
2691	4	93	7	15	187500	2021-09-18
2697	4	133	25	25	45000	2021-09-18
2700	4	285	22	29	43500	2021-09-18
2738	4	153	7	14	14000	2021-09-19
2755	4	187	19	9	18000	2021-09-19
2760	4	6	11	23	115000	2021-09-19
2762	4	54	37	1	2900	2021-09-19
2765	4	43	21	27	29700	2021-09-19
2775	4	64	2	6	21000	2021-09-20
2792	4	268	23	21	31500	2021-09-20
2799	4	84	37	29	118900	2021-09-20
2806	4	148	12	25	30000	2021-09-20
2811	4	284	1	21	31500	2021-09-20
2825	4	15	15	11	11000	2021-09-20
2853	4	56	3	25	72500	2021-09-21
2864	4	275	19	26	26000	2021-09-21
2866	4	69	3	7	13300	2021-09-21
2879	4	14	30	30	48000	2021-09-21
2884	4	18	12	12	54000	2021-09-21
2895	4	106	16	11	137500	2021-09-22
2897	4	240	1	17	71400	2021-09-22
2902	4	73	36	7	27300	2021-09-22
2903	4	41	10	19	32300	2021-09-22
2933	4	88	19	11	36300	2021-09-22
2936	4	71	34	24	93600	2021-09-22
2940	4	64	31	1	3500	2021-09-22
2950	4	97	31	29	124700	2021-09-23
2975	4	242	7	25	45000	2021-09-23
2991	4	24	11	4	6000	2021-09-23
2997	4	80	20	14	75600	2021-09-23
3002	4	158	37	26	31200	2021-09-23
3017	4	36	37	19	28500	2021-09-24
3021	4	1	18	26	52000	2021-09-24
3032	4	219	14	2	13000	2021-09-24
3033	4	171	20	7	12600	2021-09-24
3048	4	250	26	16	43200	2021-09-24
3049	4	91	16	9	72900	2021-09-24
3081	4	34	35	10	20000	2021-09-25
3087	4	138	14	20	36000	2021-09-25
3095	4	90	22	29	58000	2021-09-25
3109	4	190	23	2	3200	2021-09-25
3110	4	113	12	8	12400	2021-09-25
3118	4	26	11	30	42000	2021-09-26
3124	4	90	11	13	26000	2021-09-26
3128	4	135	21	9	9000	2021-09-26
3141	4	140	38	18	18000	2021-09-26
3143	4	23	10	1	2500	2021-09-26
3155	4	20	37	16	28800	2021-09-26
3178	4	172	3	17	30600	2021-09-27
3191	4	99	29	28	84000	2021-09-27
3196	4	263	31	18	45000	2021-09-27
3198	4	168	4	22	39600	2021-09-27
3215	4	178	11	27	48600	2021-09-27
3226	4	228	34	1	5400	2021-09-28
3248	4	13	2	6	9000	2021-09-28
3252	4	281	21	3	9000	2021-09-28
3259	4	90	9	19	38000	2021-09-28
3270	4	86	29	29	461100	2021-09-28
3272	4	80	8	7	37800	2021-09-28
3292	4	246	9	16	19200	2021-09-29
3317	4	95	38	25	52500	2021-09-29
3324	4	136	13	7	7000	2021-09-29
3326	4	278	32	15	22500	2021-09-29
3329	4	260	2	2	3400	2021-09-29
3330	4	133	9	18	32400	2021-09-29
3350	4	268	4	17	25500	2021-09-30
3368	4	11	16	29	52200	2021-09-30
3372	4	93	24	3	37500	2021-09-30
3379	4	159	7	20	36000	2021-09-30
3380	4	38	9	8	20000	2021-09-30
3398	4	248	3	11	16500	2021-10-01
3405	4	201	10	17	110500	2021-10-01
3414	4	295	34	11	16500	2021-10-01
3426	4	245	26	2	2400	2021-10-01
3433	4	229	24	14	67200	2021-10-01
3447	4	71	27	19	74100	2021-10-01
3458	4	25	40	15	21000	2021-10-02
3469	4	138	7	20	36000	2021-10-02
3474	4	135	10	3	3000	2021-10-02
3478	4	59	19	5	11000	2021-10-02
3485	4	58	36	4	8800	2021-10-02
3504	4	18	37	1	4500	2021-10-03
3514	4	273	30	12	18000	2021-10-03
3518	4	43	15	10	11000	2021-10-03
3535	4	43	3	16	17600	2021-10-03
3550	4	155	17	3	7500	2021-10-03
3561	4	141	3	28	28000	2021-10-04
3569	4	232	19	13	62400	2021-10-04
3577	4	253	21	23	34500	2021-10-04
3582	4	85	13	11	137500	2021-10-04
3599	4	247	9	15	18000	2021-10-04
3605	4	217	25	20	64000	2021-10-04
3609	4	131	10	17	34000	2021-10-05
3614	4	195	6	10	59000	2021-10-05
3645	4	61	17	22	44000	2021-10-05
3651	4	149	32	15	27000	2021-10-05
3663	4	90	5	19	38000	2021-10-05
25	5	68	7	27	78300	2021-08-01
29	5	37	2	19	28500	2021-08-01
30	5	288	21	16	24000	2021-08-01
39	5	61	35	28	56000	2021-08-01
45	5	1	37	1	2000	2021-08-01
54	5	21	23	2	3000	2021-08-01
59	5	70	19	5	17500	2021-08-02
65	5	211	21	5	17500	2021-08-02
73	5	197	23	19	123500	2021-08-02
76	5	159	37	9	16200	2021-08-02
99	5	17	9	7	7000	2021-08-02
114	5	189	31	30	57000	2021-08-03
129	5	40	20	23	89700	2021-08-03
137	5	199	5	4	5600	2021-08-03
143	5	90	26	1	2000	2021-08-03
148	5	233	28	8	33600	2021-08-03
180	5	245	21	8	9600	2021-08-04
186	5	95	17	14	29400	2021-08-04
192	5	256	28	14	32200	2021-08-04
195	5	11	14	14	25200	2021-08-04
204	5	97	35	27	116100	2021-08-04
216	5	212	36	5	17500	2021-08-04
233	5	101	11	17	83300	2021-08-05
244	5	249	10	8	17600	2021-08-05
245	5	161	40	7	17500	2021-08-05
259	5	95	18	24	50400	2021-08-05
261	5	31	25	23	46000	2021-08-05
265	5	9	17	14	35000	2021-08-05
300	5	296	23	23	34500	2021-08-06
301	5	290	12	3	4500	2021-08-06
307	5	19	21	7	15400	2021-08-06
308	5	58	28	23	50600	2021-08-06
313	5	243	39	10	18000	2021-08-06
332	5	211	20	1	3500	2021-08-07
341	5	145	30	21	37800	2021-08-07
346	5	183	20	7	14000	2021-08-07
352	5	230	19	12	57600	2021-08-07
378	5	49	37	24	52800	2021-08-07
383	5	299	38	25	25000	2021-08-08
387	5	236	24	24	100800	2021-08-08
394	5	37	7	15	22500	2021-08-08
414	5	279	35	4	4000	2021-08-08
422	5	268	36	9	13500	2021-08-08
424	5	188	33	22	44000	2021-08-08
440	5	207	26	10	48000	2021-08-09
449	5	156	3	22	55000	2021-08-09
470	5	287	36	3	9000	2021-08-09
478	5	226	25	28	98000	2021-08-09
488	5	258	34	12	60000	2021-08-09
496	5	128	19	12	18000	2021-08-10
497	5	115	29	29	142100	2021-08-10
513	5	102	6	20	60000	2021-08-10
548	5	6	21	27	135000	2021-08-10
549	5	88	37	16	52800	2021-08-10
551	5	187	15	17	34000	2021-08-10
552	5	17	6	4	4000	2021-08-10
559	5	148	4	14	16800	2021-08-11
561	5	210	17	19	91200	2021-08-11
577	5	204	6	21	21000	2021-08-11
595	5	198	23	24	93600	2021-08-11
603	5	146	34	18	18000	2021-08-11
619	5	123	36	21	94500	2021-08-12
636	5	177	6	19	34200	2021-08-12
640	5	68	37	29	84100	2021-08-12
652	5	112	33	10	73000	2021-08-12
660	5	235	9	6	25200	2021-08-12
665	5	271	6	15	36000	2021-08-13
676	5	39	9	2	5000	2021-08-13
681	5	232	15	16	76800	2021-08-13
686	5	57	23	7	7700	2021-08-13
713	5	93	13	1	12500	2021-08-13
720	5	158	38	28	33600	2021-08-13
726	5	72	27	17	32300	2021-08-14
731	5	50	30	14	35000	2021-08-14
747	5	136	18	17	17000	2021-08-14
750	5	126	10	2	23200	2021-08-14
762	5	2	26	9	26100	2021-08-14
775	5	15	15	12	12000	2021-08-14
781	5	48	31	30	57000	2021-08-15
791	5	174	13	30	75000	2021-08-15
798	5	238	31	15	72000	2021-08-15
810	5	36	22	9	13500	2021-08-15
821	5	155	28	30	75000	2021-08-15
845	5	102	14	2	6000	2021-08-16
846	5	87	38	10	25000	2021-08-16
856	5	133	20	29	52200	2021-08-16
863	5	11	5	11	19800	2021-08-16
880	5	279	13	25	25000	2021-08-16
895	5	21	21	17	25500	2021-08-17
898	5	70	23	7	24500	2021-08-17
902	5	12	29	27	54000	2021-08-17
919	5	159	12	24	43200	2021-08-17
931	5	100	21	30	357000	2021-08-17
941	5	41	3	20	34000	2021-08-17
948	5	50	33	18	45000	2021-08-18
953	5	254	11	16	24000	2021-08-18
970	5	141	30	20	20000	2021-08-18
986	5	37	26	23	34500	2021-08-18
988	5	161	6	18	45000	2021-08-18
995	5	275	34	14	14000	2021-08-18
996	5	151	3	17	30600	2021-08-19
1001	5	228	17	11	59400	2021-08-19
1010	5	60	10	23	41400	2021-08-19
1022	5	99	28	19	57000	2021-08-19
1029	5	192	9	17	34000	2021-08-19
1052	5	163	24	1	2000	2021-08-20
1053	5	155	17	7	17500	2021-08-20
1063	5	169	11	15	27000	2021-08-20
1069	5	49	24	21	46200	2021-08-20
1089	5	269	17	6	14400	2021-08-20
1106	5	231	4	23	110400	2021-08-21
1109	5	20	12	20	36000	2021-08-21
1117	5	97	34	23	98900	2021-08-21
1142	5	247	22	15	18000	2021-08-21
1143	5	266	40	21	31500	2021-08-21
1172	5	79	13	28	151200	2021-08-22
1176	5	63	3	14	54600	2021-08-22
1184	5	194	34	27	94500	2021-08-22
1193	5	172	30	14	25200	2021-08-22
1194	5	205	32	22	105600	2021-08-22
1199	5	33	40	24	36000	2021-08-22
1247	5	48	21	10	19000	2021-08-23
1249	5	110	38	29	58000	2021-08-23
1254	5	1	31	20	40000	2021-08-23
1261	5	167	8	18	21600	2021-08-23
1262	5	182	14	7	24500	2021-08-23
1263	5	96	36	26	54600	2021-08-23
1270	5	62	27	10	32000	2021-08-24
1286	5	138	6	2	3600	2021-08-24
1299	5	159	23	7	12600	2021-08-24
1301	5	31	34	2	4000	2021-08-24
1318	5	55	26	28	30800	2021-08-24
1321	5	10	40	25	47500	2021-08-24
1347	5	229	8	28	134400	2021-08-25
1350	5	159	2	11	19800	2021-08-25
1359	5	206	10	24	100800	2021-08-25
1369	5	114	16	7	24500	2021-08-25
1380	5	52	25	20	48000	2021-08-25
1385	5	210	36	26	124800	2021-08-26
1388	5	9	19	29	72500	2021-08-26
1411	5	119	12	29	43500	2021-08-26
1414	5	20	13	3	5400	2021-08-26
1419	5	238	28	5	24000	2021-08-26
1434	5	88	37	16	52800	2021-08-26
1442	5	210	36	11	52800	2021-08-27
1455	5	22	12	26	65000	2021-08-27
1464	5	12	28	7	14000	2021-08-27
1466	5	273	25	18	27000	2021-08-27
1484	5	131	35	8	16000	2021-08-27
1497	5	124	28	20	232000	2021-08-28
1512	5	132	21	25	25000	2021-08-28
1523	5	169	10	15	27000	2021-08-28
1531	5	291	34	21	31500	2021-08-28
1536	5	112	14	23	167900	2021-08-28
1552	5	112	32	4	29200	2021-08-29
1560	5	46	33	20	38000	2021-08-29
1570	5	56	39	24	69600	2021-08-29
1574	5	276	37	6	6000	2021-08-29
1579	5	293	2	1	1000	2021-08-29
1590	5	210	19	16	76800	2021-08-29
1600	5	125	14	3	34800	2021-08-30
1602	5	254	12	5	7500	2021-08-30
1604	5	142	29	25	25000	2021-08-30
1627	5	83	19	30	123000	2021-08-30
1634	5	10	36	23	43700	2021-08-30
1656	5	249	19	9	19800	2021-08-31
1673	5	94	37	9	112500	2021-08-31
1694	5	103	1	24	108000	2021-08-31
1696	5	39	33	9	22500	2021-08-31
1698	5	265	39	4	16000	2021-08-31
1706	5	291	3	8	12000	2021-09-01
1713	5	264	28	6	15000	2021-09-01
1715	5	12	32	8	16000	2021-09-01
1730	5	4	16	14	14000	2021-09-01
1749	5	104	21	3	59100	2021-09-01
1751	5	66	5	12	42000	2021-09-01
1776	5	44	14	12	10800	2021-09-02
1785	5	258	32	14	70000	2021-09-02
1786	5	211	22	5	17500	2021-09-02
1804	5	34	25	3	6000	2021-09-02
1805	5	76	9	30	177000	2021-09-02
1815	5	95	8	11	23100	2021-09-02
1825	5	291	5	22	33000	2021-09-03
1849	5	107	18	16	120000	2021-09-03
1859	5	9	9	3	7500	2021-09-03
1860	5	105	34	11	137500	2021-09-03
1863	5	43	14	22	24200	2021-09-03
1888	5	200	9	25	120000	2021-09-04
1892	5	289	12	27	54000	2021-09-04
1894	5	255	31	6	10800	2021-09-04
1900	5	232	12	14	67200	2021-09-04
1903	5	89	9	6	19800	2021-09-04
1915	5	146	11	4	4000	2021-09-04
1951	5	22	9	28	70000	2021-09-05
1955	5	299	33	13	13000	2021-09-05
1963	5	16	4	14	21000	2021-09-05
1968	5	4	8	18	18000	2021-09-05
1982	5	122	9	17	76500	2021-09-05
1997	5	267	39	28	42000	2021-09-06
2003	5	242	31	29	52200	2021-09-06
2006	5	120	22	15	22500	2021-09-06
2008	5	286	10	9	13500	2021-09-06
2011	5	84	22	6	24600	2021-09-06
2019	5	117	19	26	57200	2021-09-06
2047	5	251	40	5	7500	2021-09-07
2051	5	123	12	6	27000	2021-09-07
2068	5	64	12	29	101500	2021-09-07
2087	5	150	7	26	31200	2021-09-07
2088	5	204	22	12	12000	2021-09-07
2098	5	46	3	28	53200	2021-09-08
2108	5	208	12	11	52800	2021-09-08
2112	5	221	36	12	34800	2021-09-08
2122	5	186	3	11	18700	2021-09-08
2123	5	137	25	14	25200	2021-09-08
2142	5	164	37	17	17000	2021-09-08
2183	5	151	25	9	16200	2021-09-09
2185	5	290	7	14	21000	2021-09-09
2191	5	279	28	24	24000	2021-09-09
2195	5	253	22	2	3000	2021-09-09
2201	5	141	20	24	24000	2021-09-09
2209	5	31	36	1	2000	2021-09-09
2214	5	219	30	23	149500	2021-09-10
2216	5	129	5	3	4500	2021-09-10
2240	5	192	37	8	16000	2021-09-10
2243	5	102	28	16	48000	2021-09-10
2252	5	270	37	23	55200	2021-09-10
2260	5	203	6	24	64800	2021-09-10
2274	5	41	2	14	23800	2021-09-11
2284	5	285	20	23	34500	2021-09-11
2292	5	185	33	17	34000	2021-09-11
2305	5	42	22	24	22800	2021-09-11
2315	5	254	31	7	10500	2021-09-11
2319	5	162	25	16	32000	2021-09-11
2327	5	48	16	16	30400	2021-09-12
2342	5	89	7	11	36300	2021-09-12
2349	5	265	4	1	4000	2021-09-12
2375	5	109	27	29	229100	2021-09-12
2376	5	168	5	2	3600	2021-09-12
2383	5	30	3	21	42000	2021-09-13
2402	5	277	4	10	10000	2021-09-13
2412	5	155	35	9	22500	2021-09-13
2420	5	299	35	14	14000	2021-09-13
2426	5	36	11	16	24000	2021-09-13
2446	5	182	3	12	42000	2021-09-14
2451	5	123	31	11	49500	2021-09-14
2467	5	145	17	4	7200	2021-09-14
2470	5	249	5	19	41800	2021-09-14
2472	5	124	3	28	324800	2021-09-14
2480	5	281	39	13	39000	2021-09-14
2499	5	262	14	24	40800	2021-09-15
2517	5	188	5	12	24000	2021-09-15
2518	5	167	31	27	32400	2021-09-15
2522	5	117	2	20	44000	2021-09-15
2527	5	123	5	17	76500	2021-09-15
2539	5	81	34	2	8200	2021-09-15
2566	5	178	29	7	12600	2021-09-16
2576	5	32	15	5	10000	2021-09-16
2580	5	12	24	16	32000	2021-09-16
2584	5	155	32	4	10000	2021-09-16
2599	5	34	12	28	56000	2021-09-16
2607	5	62	39	12	38400	2021-09-17
2612	5	200	26	13	62400	2021-09-17
2622	5	127	31	12	18000	2021-09-17
2627	5	39	9	25	62500	2021-09-17
2638	5	226	11	16	56000	2021-09-17
2640	5	297	37	18	27000	2021-09-17
2665	5	28	39	11	14300	2021-09-18
2677	5	277	22	19	19000	2021-09-18
2692	5	222	6	7	33600	2021-09-18
2696	5	159	9	10	18000	2021-09-18
2702	5	300	10	25	25000	2021-09-18
2726	5	42	5	21	19950	2021-09-19
2734	5	296	28	1	1500	2021-09-19
2736	5	130	4	30	54000	2021-09-19
2741	5	173	37	22	55000	2021-09-19
2745	5	45	23	28	25200	2021-09-19
2772	5	161	31	29	72500	2021-09-19
2776	5	253	20	1	1500	2021-09-20
2777	5	196	23	6	23400	2021-09-20
2791	5	187	28	10	20000	2021-09-20
2818	5	173	3	18	45000	2021-09-20
2828	5	284	21	26	39000	2021-09-20
2830	5	133	22	16	28800	2021-09-20
2838	5	104	24	9	177300	2021-09-21
2839	5	44	24	11	9900	2021-09-21
2872	5	55	7	2	2200	2021-09-21
2878	5	6	39	25	125000	2021-09-21
2883	5	13	17	25	37500	2021-09-21
2901	5	108	11	7	55300	2021-09-22
2913	5	269	5	6	14400	2021-09-22
2919	5	40	29	2	7800	2021-09-22
2922	5	231	6	5	24000	2021-09-22
2926	5	106	6	28	350000	2021-09-22
2935	5	241	7	30	54000	2021-09-22
2948	5	293	28	9	9000	2021-09-23
2953	5	198	33	25	97500	2021-09-23
2973	5	182	11	7	24500	2021-09-23
2974	5	60	38	12	21600	2021-09-23
2981	5	107	18	23	172500	2021-09-23
2984	5	17	16	17	17000	2021-09-23
3004	5	98	19	15	75000	2021-09-24
3009	5	214	40	12	12000	2021-09-24
3012	5	53	35	20	44000	2021-09-24
3013	5	57	34	5	5500	2021-09-24
3036	5	99	39	27	81000	2021-09-24
3038	5	158	25	8	9600	2021-09-24
3096	5	138	14	25	45000	2021-09-25
3099	5	249	8	9	19800	2021-09-25
3100	5	124	20	29	336400	2021-09-25
3101	5	213	24	14	91000	2021-09-25
3102	5	117	31	28	61600	2021-09-25
3113	5	124	22	6	69600	2021-09-26
3116	5	105	22	22	275000	2021-09-26
3131	5	56	29	7	20300	2021-09-26
3133	5	118	12	7	27300	2021-09-26
3162	5	133	5	20	36000	2021-09-26
3163	5	131	32	9	18000	2021-09-26
3174	5	100	15	25	297500	2021-09-27
3175	5	285	15	29	43500	2021-09-27
3177	5	288	35	13	19500	2021-09-27
3184	5	149	15	4	7200	2021-09-27
3189	5	58	32	28	61600	2021-09-27
3223	5	257	26	26	59800	2021-09-28
3237	5	282	6	5	15000	2021-09-28
3239	5	229	34	22	105600	2021-09-28
3245	5	104	5	25	492500	2021-09-28
3274	5	158	32	5	6000	2021-09-28
3284	5	212	4	30	105000	2021-09-29
3287	5	210	30	26	124800	2021-09-29
3290	5	103	26	24	108000	2021-09-29
3309	5	38	15	21	52500	2021-09-29
3313	5	177	33	2	3600	2021-09-29
3315	5	176	9	28	28000	2021-09-29
3332	5	256	14	28	64400	2021-09-29
3349	5	127	4	3	4500	2021-09-30
3358	5	187	25	13	26000	2021-09-30
3359	5	60	17	19	34200	2021-09-30
3364	5	202	18	12	18000	2021-09-30
3367	5	173	15	14	35000	2021-09-30
3394	5	194	33	6	21000	2021-10-01
3396	5	250	21	26	70200	2021-10-01
3401	5	38	21	2	5000	2021-10-01
3427	5	192	36	16	32000	2021-10-01
3429	5	143	4	10	10000	2021-10-01
3442	5	180	7	28	33600	2021-10-01
3455	5	202	25	10	15000	2021-10-02
3460	5	100	3	6	71400	2021-10-02
3467	5	231	39	20	96000	2021-10-02
3481	5	240	19	1	4200	2021-10-02
3487	5	80	31	26	140400	2021-10-02
3513	5	179	12	24	36000	2021-10-03
3536	5	226	35	29	101500	2021-10-03
3542	5	161	32	7	17500	2021-10-03
3543	5	180	12	13	15600	2021-10-03
3547	5	256	20	6	13800	2021-10-03
3555	5	105	9	10	125000	2021-10-04
3565	5	12	37	1	2000	2021-10-04
3570	5	122	36	6	27000	2021-10-04
3572	5	80	30	15	81000	2021-10-04
3593	5	59	33	13	28600	2021-10-04
3619	5	48	27	1	1900	2021-10-05
3621	5	282	23	30	90000	2021-10-05
3622	5	84	19	2	8200	2021-10-05
3629	5	16	15	7	10500	2021-10-05
3640	5	220	2	28	98000	2021-10-05
3641	5	12	30	14	28000	2021-10-05
31	6	94	36	8	100000	2021-08-01
41	6	101	2	19	93100	2021-08-01
49	6	19	33	8	17600	2021-08-01
50	6	28	10	26	33800	2021-08-01
52	6	160	5	26	46800	2021-08-01
53	6	73	2	5	19500	2021-08-01
70	6	276	15	15	15000	2021-08-02
72	6	236	25	16	67200	2021-08-02
78	6	125	5	30	348000	2021-08-02
86	6	290	21	5	7500	2021-08-02
106	6	10	17	6	11400	2021-08-02
115	6	290	36	10	15000	2021-08-03
117	6	274	38	20	30000	2021-08-03
144	6	89	19	1	3300	2021-08-03
145	6	62	40	28	89600	2021-08-03
153	6	272	30	13	19500	2021-08-03
177	6	300	31	2	2000	2021-08-04
182	6	19	35	11	24200	2021-08-04
185	6	204	18	26	26000	2021-08-04
190	6	53	19	22	48400	2021-08-04
194	6	121	3	3	34800	2021-08-04
210	6	222	22	23	110400	2021-08-04
235	6	55	3	2	2200	2021-08-05
250	6	154	24	14	14000	2021-08-05
257	6	20	32	11	19800	2021-08-05
267	6	23	8	1	2500	2021-08-05
273	6	46	17	19	36100	2021-08-05
277	6	246	25	8	9600	2021-08-05
285	6	295	4	24	36000	2021-08-06
311	6	297	13	2	3000	2021-08-06
316	6	143	16	18	18000	2021-08-06
319	6	117	26	30	66000	2021-08-06
323	6	286	15	6	9000	2021-08-06
340	6	262	26	23	39100	2021-08-07
347	6	214	39	19	19000	2021-08-07
348	6	205	16	13	62400	2021-08-07
367	6	192	31	14	28000	2021-08-07
373	6	260	31	4	6800	2021-08-07
400	6	257	21	30	69000	2021-08-08
421	6	183	40	3	6000	2021-08-08
425	6	111	17	24	37200	2021-08-08
428	6	110	3	17	34000	2021-08-08
429	6	17	14	8	8000	2021-08-08
433	6	26	1	30	42000	2021-08-08
439	6	212	12	14	49000	2021-08-09
448	6	13	12	1	1500	2021-08-09
460	6	283	21	16	48000	2021-08-09
486	6	241	33	11	19800	2021-08-09
491	6	203	38	28	75600	2021-08-09
515	6	192	32	20	40000	2021-08-10
518	6	188	26	13	26000	2021-08-10
525	6	185	18	23	46000	2021-08-10
545	6	250	26	5	13500	2021-08-10
550	6	263	10	1	2500	2021-08-10
555	6	21	20	17	25500	2021-08-10
563	6	43	31	20	22000	2021-08-11
566	6	84	5	19	77900	2021-08-11
573	6	53	18	27	59400	2021-08-11
584	6	106	29	16	200000	2021-08-11
587	6	156	28	24	60000	2021-08-11
601	6	294	33	2	3000	2021-08-11
615	6	94	37	29	362500	2021-08-12
621	6	288	27	15	22500	2021-08-12
628	6	129	14	19	28500	2021-08-12
644	6	187	8	1	2000	2021-08-12
647	6	33	10	10	15000	2021-08-12
672	6	212	28	26	91000	2021-08-13
673	6	147	33	16	16000	2021-08-13
696	6	122	1	24	108000	2021-08-13
701	6	271	19	14	33600	2021-08-13
704	6	208	15	27	129600	2021-08-13
718	6	271	32	24	57600	2021-08-13
722	6	231	22	4	19200	2021-08-14
741	6	133	8	30	54000	2021-08-14
742	6	172	13	10	18000	2021-08-14
749	6	231	15	3	14400	2021-08-14
756	6	61	31	1	2000	2021-08-14
774	6	187	38	25	50000	2021-08-14
782	6	157	16	11	13200	2021-08-15
784	6	113	17	17	26350	2021-08-15
787	6	216	16	21	100800	2021-08-15
793	6	133	10	8	14400	2021-08-15
828	6	152	35	9	16200	2021-08-15
851	6	134	15	7	12600	2021-08-16
854	6	41	26	28	47600	2021-08-16
855	6	17	36	25	25000	2021-08-16
868	6	196	33	27	105300	2021-08-16
883	6	210	13	26	124800	2021-08-16
884	6	148	39	29	34800	2021-08-17
896	6	171	27	14	25200	2021-08-17
911	6	240	6	5	21000	2021-08-17
912	6	238	32	22	105600	2021-08-17
927	6	232	38	7	33600	2021-08-17
937	6	64	25	4	14000	2021-08-17
949	6	295	35	17	25500	2021-08-18
964	6	234	39	9	43200	2021-08-18
973	6	284	3	28	42000	2021-08-18
985	6	99	30	6	18000	2021-08-18
991	6	93	2	8	100000	2021-08-18
1005	6	73	2	20	78000	2021-08-19
1015	6	231	21	1	4800	2021-08-19
1018	6	285	25	5	7500	2021-08-19
1023	6	140	5	3	3000	2021-08-19
1031	6	266	15	15	22500	2021-08-19
1044	6	239	32	25	120000	2021-08-19
1059	6	231	37	15	72000	2021-08-20
1064	6	180	1	7	8400	2021-08-20
1082	6	147	22	2	2000	2021-08-20
1091	6	217	14	18	57600	2021-08-20
1092	6	219	32	9	58500	2021-08-20
1111	6	128	27	26	39000	2021-08-21
1138	6	155	1	26	65000	2021-08-21
1139	6	151	26	16	28800	2021-08-21
1145	6	122	18	27	121500	2021-08-21
1153	6	163	17	21	42000	2021-08-21
1156	6	39	36	20	50000	2021-08-22
1160	6	133	22	2	3600	2021-08-22
1180	6	117	39	23	50600	2021-08-22
1201	6	193	33	17	23800	2021-08-22
1210	6	35	6	6	28200	2021-08-22
1211	6	267	33	1	1500	2021-08-22
1213	6	286	11	2	3000	2021-08-23
1221	6	104	28	21	413700	2021-08-23
1223	6	104	5	5	98500	2021-08-23
1240	6	284	40	28	42000	2021-08-23
1252	6	169	16	10	18000	2021-08-23
1271	6	53	19	10	22000	2021-08-24
1287	6	113	40	1	1550	2021-08-24
1289	6	197	12	21	136500	2021-08-24
1290	6	99	37	5	15000	2021-08-24
1303	6	71	19	10	39000	2021-08-24
1325	6	139	19	23	23000	2021-08-24
1326	6	187	37	7	14000	2021-08-24
1328	6	244	3	21	42000	2021-08-25
1331	6	123	11	20	90000	2021-08-25
1354	6	21	10	23	34500	2021-08-25
1365	6	117	28	27	59400	2021-08-25
1367	6	32	26	12	24000	2021-08-25
1400	6	165	23	20	20000	2021-08-26
1407	6	181	39	14	49000	2021-08-26
1409	6	88	16	25	82500	2021-08-26
1425	6	226	19	19	66500	2021-08-26
1426	6	33	11	2	3000	2021-08-26
1437	6	167	19	12	14400	2021-08-27
1451	6	32	7	20	40000	2021-08-27
1460	6	223	9	14	67200	2021-08-27
1473	6	220	10	29	101500	2021-08-27
1474	6	147	7	29	29000	2021-08-27
1485	6	157	13	2	2400	2021-08-27
1489	6	55	39	30	33000	2021-08-28
1507	6	75	7	14	28000	2021-08-28
1526	6	35	38	27	126900	2021-08-28
1532	6	84	22	26	106600	2021-08-28
1535	6	106	10	22	275000	2021-08-28
1547	6	298	39	27	40500	2021-08-29
1559	6	298	4	13	19500	2021-08-29
1568	6	203	26	16	43200	2021-08-29
1585	6	241	37	23	41400	2021-08-29
1586	6	178	28	19	34200	2021-08-29
1614	6	19	28	6	13200	2021-08-30
1615	6	41	35	23	39100	2021-08-30
1629	6	193	35	2	2800	2021-08-30
1630	6	129	33	26	39000	2021-08-30
1643	6	228	40	20	108000	2021-08-30
1649	6	180	9	19	22800	2021-08-30
1662	6	190	26	28	44800	2021-08-31
1663	6	154	22	1	1000	2021-08-31
1669	6	212	21	15	52500	2021-08-31
1685	6	152	31	7	12600	2021-08-31
1695	6	207	12	12	57600	2021-08-31
1719	6	17	34	23	23000	2021-09-01
1729	6	192	30	20	40000	2021-09-01
1731	6	178	21	12	21600	2021-09-01
1738	6	91	31	8	64800	2021-09-01
1740	6	101	7	22	107800	2021-09-01
1748	6	256	18	19	43700	2021-09-01
1783	6	63	24	21	81900	2021-09-02
1788	6	173	34	16	40000	2021-09-02
1793	6	256	19	19	43700	2021-09-02
1796	6	168	21	22	39600	2021-09-02
1806	6	202	21	25	37500	2021-09-02
1811	6	41	10	7	11900	2021-09-02
1833	6	81	28	29	118900	2021-09-03
1835	6	41	34	9	15300	2021-09-03
1837	6	138	30	30	54000	2021-09-03
1852	6	258	17	22	110000	2021-09-03
1865	6	158	35	15	18000	2021-09-03
