순번	판매자 번호	음식	 상품 설명 	 가격 
544	Z059	아메리카노	가장 기본적인 커피	2,000
545	Z059	카라멜 마끼아또	라떼 마키아토에 캐러멜 소스를 첨가한 것	2,500
546	Z059	딸기 스무디	딸기와 얼을음 믹서에 넣어 갈아 걸쭉하게 만든 음료	3,000
547	Z060	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
548	Z060	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
549	Z060	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
550	Z060	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
551	Z060	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
552	Z060	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
553	Z060	낫토	일본의 전통음식 중 하나	4,500
554	Z060	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
555	Z060	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
556	Z061	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
557	Z061	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
558	Z061	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
559	Z061	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
560	Z061	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
561	Z061	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
562	Z061	모둠전	다양한 전을 모은 음식	3,000
563	Z061	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
564	Z061	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
565	Z061	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
566	Z061	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
567	Z061	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
568	Z062	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
569	Z062	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
570	Z062	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
571	Z062	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
572	Z062	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
573	Z062	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
574	Z062	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
575	Z062	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
576	Z062	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
577	Z063	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
578	Z063	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
579	Z063	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
580	Z063	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
581	Z063	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
582	Z063	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
583	Z063	모둠전	다양한 전을 모은 음식	3,000
584	Z063	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
585	Z063	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
586	Z063	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
587	Z063	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
588	Z063	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
589	Z064	떡볶이	떡과 부재료를 양념에 볶거나 끓여서 먹는 음식	4,500
590	Z064	순대	돼지 창자에 숙주, 우거지, 찹쌀 등과 돼지 선지를 섞어서 된장으로 간한 것을 채워서 삶은 음식	3,000
591	Z064	김말이	간이 된 삶은 당면과 후추가 들어있고 야채는 맛에 영향이 거의 없을 정도로 미세하게 들어있거나 아예 없다.	2,000
592	Z064	어묵	일본에서 유래한 어육 가공 음식. 으깬 생선살과 밀가루를 뭉쳐서 열을 가해 묵처럼 굳혀 만든 덩어리	500
593	Z064	오징어튀김	오징어를 튀김반죽을 묻혀서 기름에 튀겨 낸 음식이다.	700
594	Z064	고추튀김	고추를 튀기는 요리	700
595	Z064	김밥	밥을 김으로 감싸 둥글게 만 뒤 잘라낸 음식	2,500
596	Z064	라면	국수를 증기로 익힌 뒤 기름에 튀겨 말린 것에 분말 스프를 별도로 첨부한 즉석 식품	3,500
597	Z065	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
598	Z065	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
599	Z065	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
600	Z065	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
601	Z065	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
602	Z065	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
603	Z065	낫토	일본의 전통음식 중 하나	4,500
604	Z065	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
605	Z065	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
606	Z066	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
607	Z066	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
608	Z066	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
609	Z066	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
610	Z066	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
611	Z066	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
612	Z066	모둠전	다양한 전을 모은 음식	3,000
613	Z066	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
614	Z066	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
615	Z066	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
616	Z066	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
617	Z066	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
618	Z067	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
619	Z067	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
620	Z067	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
621	Z067	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
622	Z067	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
623	Z067	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
624	Z067	모둠전	다양한 전을 모은 음식	3,000
625	Z067	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
626	Z067	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
627	Z067	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
628	Z067	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
629	Z067	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
630	Z068	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
631	Z068	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
632	Z068	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
633	Z068	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
634	Z068	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
635	Z068	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
636	Z068	모둠전	다양한 전을 모은 음식	3,000
637	Z068	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
638	Z068	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
639	Z068	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
640	Z068	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
641	Z068	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
642	Z069	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
643	Z069	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
644	Z069	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
645	Z069	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
646	Z069	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
647	Z069	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
648	Z069	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
649	Z069	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
650	Z069	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
651	Z069	사이다	음료	1,500
652	Z070	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
653	Z070	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
654	Z070	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
655	Z070	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
656	Z070	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
657	Z070	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
658	Z070	낫토	일본의 전통음식 중 하나	4,500
659	Z070	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
660	Z070	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
661	Z071	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
662	Z071	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
663	Z071	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
664	Z071	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
665	Z071	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
666	Z071	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
667	Z071	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
668	Z071	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
669	Z071	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
670	Z072	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
671	Z072	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
672	Z072	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
673	Z072	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
674	Z072	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
675	Z072	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
676	Z072	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
677	Z072	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
678	Z072	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
679	Z073	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
680	Z073	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
681	Z073	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
682	Z073	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
683	Z073	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
684	Z073	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
685	Z073	낫토	일본의 전통음식 중 하나	4,500
686	Z073	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
687	Z073	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
688	Z074	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
689	Z074	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
690	Z074	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
691	Z074	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
692	Z074	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
693	Z074	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
694	Z074	모둠전	다양한 전을 모은 음식	3,000
695	Z074	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
696	Z074	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
697	Z074	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
698	Z074	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
699	Z074	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
700	Z075	마카롱	 마카롱 특유의 카사삭 부서지는 독특한 식감이 도드라지는 달콤한 디져트	1,500
701	Z075	티라미수	치즈, 크림, 커피, 코코아 파우더를 주재료로 사용하는 디저트	2,000
702	Z075	베이글	맛있는 베이글 빵에 크림치즈를 발라먹는 음식	1,500
703	Z075	바닐라 아이스크림	시원한 아이스크림에 바닐라맛이 추가된 아이스크림	2,000
704	Z075	초코 아이스크림	시원한 아이스크림에 초콜릿맛이 추가된 아이스크림	2,000
705	Z075	아포가토	바닐라 아이스크림 위에 커피를 타서 먹는 디저트	2,500
706	Z075	아메리카노	가장 기본적인 커피	2,000
707	Z075	카라멜 마끼아또	라떼 마키아토에 캐러멜 소스를 첨가한 것	2,500
708	Z075	딸기 스무디	딸기와 얼을음 믹서에 넣어 갈아 걸쭉하게 만든 음료	3,000
709	Z076	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
710	Z076	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
711	Z076	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
712	Z076	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
713	Z076	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
714	Z076	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
715	Z076	낫토	일본의 전통음식 중 하나	4,500
716	Z076	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
717	Z076	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
718	Z077	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
719	Z077	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
720	Z077	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
721	Z077	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
722	Z077	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
723	Z077	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
724	Z077	낫토	일본의 전통음식 중 하나	4,500
725	Z077	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
726	Z077	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
727	Z078	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
728	Z078	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
729	Z078	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
730	Z078	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
731	Z078	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
732	Z078	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
733	Z078	낫토	일본의 전통음식 중 하나	4,500
734	Z078	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
735	Z078	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
736	Z079	고구마피자	달콤한 고구마 무스가 들어간 피자	10,000
737	Z079	포테이토피자	포테이토와 베이컨이 들어간 피자	11,000
738	Z079	페페로니피자	오로지 페페로니만을 넣은 피자	9,000
739	Z079	치즈피자	근본 그자체 치즈만 넣은 피자	6,000
740	Z079	고르곤졸라피자	고르곤졸라치즈와 꿀의 조합	6,500
741	Z079	스테이크피자	두툼한 스테이크가 올라간 피자	13,000
742	Z079	쉬림프피자	통통한 새우가 들어간 피자	11,000
743	Z080	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
744	Z080	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
745	Z080	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
746	Z080	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
747	Z080	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
748	Z080	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
749	Z080	모둠전	다양한 전을 모은 음식	3,000
750	Z080	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
751	Z080	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
752	Z080	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
753	Z080	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
754	Z080	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
755	Z081	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
756	Z081	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
757	Z081	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
758	Z081	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
759	Z081	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
760	Z081	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
761	Z081	낫토	일본의 전통음식 중 하나	4,500
762	Z081	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
763	Z081	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
764	Z082	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
765	Z082	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
766	Z082	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
767	Z082	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
768	Z082	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
769	Z082	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
770	Z082	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
771	Z082	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
772	Z082	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
773	Z083	티본 스테이크	부드러운 안심과 풍미가 진한 등심을 함께 즐길 수 있는 피렌체 오리지널 스타일의 스테이크	18,000
774	Z083	양송이 스프	신선한 재료로 6시간 이상 끓여내는 홈메이드 수프	4,500
775	Z083	토마호크 스테이크	오직 황제만이 즐길 수 있었던 블랙 앵거스의 단1%의 부위 3cm 이상의 두께에서 뿜어져 나오는 압도적인 풍미가 가득한 예술적 스테이크	16,000
776	Z083	투움바 파스타	최고급 파마산 치즈와 새우, 양송이를 함께 볶아 깊고 진한 크림소스 파스타	9,000
777	Z083	부시맨 브레드	허니망고버터와 함께 먹는 갈색의 고소한 빵	2,500
778	Z083	오지치즈후라이	두툼한 감자튀김에 체다치즈, 잭치즈를 듬뿍 녹여 베이컨을 뿌린 메뉴	5,000
779	Z083	서로인 스테이크	무난무난한 스테이크	15,000
780	Z083	치킨 텐더 샐러드	부드럽고 고소한 닭 안심 튀김을 올린 샐러드	9,000
781	Z083	샐러드	베이컨, 파마산 치즈가 잘 어우려진 신선한 로메인에 부드러운 시저 드레싱을 결들인 샐러드	7,000
782	Z083	배이비백립	부드러운 돼지갈비에 특제 소스를 빌라 구워낸 바비규 요리	12,000
783	Z084	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
784	Z084	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
785	Z084	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
786	Z084	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
787	Z084	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
788	Z084	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
789	Z084	모둠전	다양한 전을 모은 음식	3,000
790	Z084	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
791	Z084	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
792	Z084	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
793	Z084	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
794	Z084	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
795	Z085	후라이드 치킨	닭고기를 튀기기만 하면 되는 매우 단순한 발상과 조리법	10,000
796	Z085	양념치킨	프라이드 치킨에 한국인의 입맛에 맞는 매콤달콤한 양념을 버무려 탄생한 요리	10,500
797	Z085	간장치킨	후라이드에 간장 소스를 바르고 깐풍기처럼 한 번 더 볶거나 아예 빠뜨리고 끓여서 만든다.	11,000
798	Z085	구운치킨	로스트 치킨이라고도 불린다. 영국에서는 로스트 디너 중 하나로 애용되는 음식이다.	11,000
799	Z085	마늘치킨	알싸한 마늘이 발라진 치킨	12,000
800	Z085	파채치킨	치킨 위에 파채가 무수히 많이 올라간 치킨	12,000
801	Z085	카레치킨	카레의 향이 느껴져 맛이 좋은 치킨	11,000
802	Z086	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
803	Z086	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
804	Z086	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
805	Z086	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
806	Z086	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
807	Z086	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
808	Z086	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
809	Z086	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
810	Z086	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
811	Z087	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
812	Z087	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
813	Z087	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
814	Z087	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
815	Z087	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
816	Z087	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
817	Z087	낫토	일본의 전통음식 중 하나	4,500
